,SURCHARGE,MATERIAL_NBR,PERIOD,COMMERCIAL_SALES_TERRITORY_CODE,SALES_TCFXACT,NET_QTY,COMMERCIAL_TEAM,COMMERCIAL_SUBREGION_DESC,COMPANY_CODE,COMMERCIAL_DISTRICT_DESCRIPTION,COMMERCIAL_AREA_DESCRIPTION,COMMERCIAL_COUNTRY_NAME,COMMERCIAL_AREA_CODE,COMMERCIAL_DISTRICT,GROSS_SALES,REGION_CODE,REGION_DESCRIPTION,CROP,COMMERCIAL_TEAM_DESCRIPTION,BASE_SALES,DISCOUNT
228,3435.794844798775,10845540.0,2022,206.0,21428.914860118948,2371.299020932806,CT40,LAS,4206.0,CD-Chile,LAS,Chile,CA33,CD-CL,24395.722488892927,4,SAM,OTHER VEGETABLE SEED,LAS,20959.92764409415,2966.80762877398
229,3556.7133590113804,10845540.0,2020,206.0,24513.754161331482,1854.42254223527,CT40,LAS,4206.0,CD-Chile,LAS,Chile,CA33,CD-CL,31950.75746904287,4,SAM,OTHER VEGETABLE SEED,LAS,28394.04411003149,7437.003307711388
230,2181.269891734663,10845540.0,2022,206.0,12158.913583140758,1268.373246933893,CT40,LAS,4206.0,CD-Chile,LAS,Chile,CA33,CD-CL,14940.883669859448,4,SAM,OTHER VEGETABLE SEED,LAS,12759.613778124785,2781.9700867186903
231,2745.8066339339293,10845540.0,2022,206.0,14957.442584924216,710.2000416793944,CT40,LAS,4206.0,CD-Chile,LAS,Chile,CA33,CD-CL,19144.861033446927,4,SAM,OTHER VEGETABLE SEED,LAS,16399.054399513,4187.418448522711
232,1572.6391841399147,10845540.0,2022,206.0,13525.591985228108,903.571530906806,CT40,LAS,4206.0,CD-Chile,LAS,Chile,CA33,CD-CL,15902.45995911785,4,SAM,OTHER VEGETABLE SEED,LAS,14329.820774977936,2376.867973889742
233,3579.1865485846447,10845540.0,2021,206.0,18081.258073265595,420.4382985360778,CT40,LAS,4206.0,CD-Chile,LAS,Chile,CA33,CD-CL,21890.326519716327,4,SAM,OTHER VEGETABLE SEED,LAS,18311.139971131684,3809.0684464507312
234,4346.2743786107585,10845540.0,2022,206.0,28142.94537848162,4.368851770356741,CT40,LAS,4206.0,CD-Chile,LAS,Chile,CA33,CD-CL,31982.746226360956,4,SAM,OTHER VEGETABLE SEED,LAS,27636.471847750196,3839.8008478793354
235,4101.898978479821,10845540.0,2022,206.0,26125.628790348044,739.1539681667408,CT40,LAS,4206.0,CD-Chile,LAS,Chile,CA33,CD-CL,30712.12357994122,4,SAM,OTHER VEGETABLE SEED,LAS,26610.2246014614,4586.494789593177
236,1710.1694260137526,10845540.0,2020,206.0,10953.045576124645,565.1751296089309,CT40,LAS,4206.0,CD-Chile,LAS,Chile,CA33,CD-CL,12629.391979832826,4,SAM,OTHER VEGETABLE SEED,LAS,10919.222553819074,1676.3464037081806
237,2195.3539788117896,10845540.0,2021,206.0,14182.070095871593,1165.215328303516,CT40,LAS,4206.0,CD-Chile,LAS,Chile,CA33,CD-CL,17019.69372244498,4,SAM,OTHER VEGETABLE SEED,LAS,14824.33974363319,2837.6236265733855
238,2430.5593465182446,10845540.0,2021,206.0,17062.244971803033,817.742989153709,CT40,LAS,4206.0,CD-Chile,LAS,Chile,CA33,CD-CL,20007.28673052082,4,SAM,OTHER VEGETABLE SEED,LAS,17576.727384002577,2945.041758717786
239,2374.9808494349136,10845540.0,2020,206.0,15891.258117539055,407.7579912685131,CT40,LAS,4206.0,CD-Chile,LAS,Chile,CA33,CD-CL,18610.93775713076,4,SAM,OTHER VEGETABLE SEED,LAS,16235.956907695845,2719.6796395917054
240,2844.9760415485885,10845540.0,2020,206.0,24281.136645362574,631.0166086679594,CT40,LAS,4206.0,CD-Chile,LAS,Chile,CA33,CD-CL,26991.4970375634,4,SAM,OTHER VEGETABLE SEED,LAS,24146.520996014813,2710.3603922008265
241,3435.3086152258325,10845540.0,2021,206.0,27121.90157516609,456.4191051276445,CT40,LAS,4206.0,CD-Chile,LAS,Chile,CA33,CD-CL,29705.389479289723,4,SAM,OTHER VEGETABLE SEED,LAS,26270.08086406389,2583.4879041236313
242,3620.5208996350175,10845540.0,2022,206.0,29170.872264019778,1970.445502519816,CT40,LAS,4206.0,CD-Chile,LAS,Chile,CA33,CD-CL,32537.268110887628,4,SAM,OTHER VEGETABLE SEED,LAS,28916.747211252612,3366.3958468678507
243,4007.533349897601,10845540.0,2022,206.0,28531.43565758245,1611.730477552731,CT40,LAS,4206.0,CD-Chile,LAS,Chile,CA33,CD-CL,33172.239918000174,4,SAM,OTHER VEGETABLE SEED,LAS,29164.706568102574,4640.8042604177235
244,3997.908660133643,10845540.0,2021,206.0,27739.685741146153,1307.53710668339,CT40,LAS,4206.0,CD-Chile,LAS,Chile,CA33,CD-CL,30418.902638727515,4,SAM,OTHER VEGETABLE SEED,LAS,26420.993978593873,2679.2168975813634
245,3077.7118380245925,10845540.0,2021,206.0,21947.290146062765,9.342343531546476,CT40,LAS,4206.0,CD-Chile,LAS,Chile,CA33,CD-CL,25937.47236672602,4,SAM,OTHER VEGETABLE SEED,LAS,22859.760528701427,3990.182220663253
246,1833.4608993275156,10845540.0,2022,206.0,11349.141783111856,573.192265438026,CT40,LAS,4206.0,CD-Chile,LAS,Chile,CA33,CD-CL,13781.053822847107,4,SAM,OTHER VEGETABLE SEED,LAS,11947.59292351959,2431.9120397352513
247,3442.1553474100015,10845540.0,2022,206.0,17984.72515101686,790.223942306094,CT40,LAS,4206.0,CD-Chile,LAS,Chile,CA33,CD-CL,23270.51480907262,4,SAM,OTHER VEGETABLE SEED,LAS,19828.35946166262,5285.78965805576
248,2098.276628134866,10845540.0,2020,206.0,14192.543339057913,999.3309881525255,CT40,LAS,4206.0,CD-Chile,LAS,Chile,CA33,CD-CL,16146.805209284961,4,SAM,OTHER VEGETABLE SEED,LAS,14048.528581150094,1954.261870227049
249,4243.428934685264,10845540.0,2022,206.0,24360.561482131918,518.942714285506,CT40,LAS,4206.0,CD-Chile,LAS,Chile,CA33,CD-CL,30497.16914997582,4,SAM,OTHER VEGETABLE SEED,LAS,26253.740215290556,6136.607667843901
250,2793.8772466662717,10845540.0,2022,206.0,21339.410799929905,2004.989364821527,CT40,LAS,4206.0,CD-Chile,LAS,Chile,CA33,CD-CL,25552.036086466087,4,SAM,OTHER VEGETABLE SEED,LAS,22758.158839799817,4212.625286536182
251,1958.0443406114155,10845540.0,2022,206.0,11095.340812096947,1590.210499136219,CT40,LAS,4206.0,CD-Chile,LAS,Chile,CA33,CD-CL,13273.584475534637,4,SAM,OTHER VEGETABLE SEED,LAS,11315.540134923222,2178.243663437689
252,1954.67509866855,10845540.0,2022,206.0,11821.11923908504,592.2089169627154,CT40,LAS,4206.0,CD-Chile,LAS,Chile,CA33,CD-CL,14080.95188318774,4,SAM,OTHER VEGETABLE SEED,LAS,12126.27678451919,2259.8326441026998
253,3782.058005856273,10845540.0,2021,206.0,28510.243846314403,1267.670384821487,CT40,LAS,4206.0,CD-Chile,LAS,Chile,CA33,CD-CL,33705.33859437174,4,SAM,OTHER VEGETABLE SEED,LAS,29923.280588515463,5195.094748057335
254,2120.766162175484,10845540.0,2022,206.0,12003.477272948348,738.0184946539512,CT40,LAS,4206.0,CD-Chile,LAS,Chile,CA33,CD-CL,13846.94181113035,4,SAM,OTHER VEGETABLE SEED,LAS,11726.175648954866,1843.4645381820014
255,2183.0416170672765,10845540.0,2021,206.0,16602.673263628418,1413.766782556553,CT40,LAS,4206.0,CD-Chile,LAS,Chile,CA33,CD-CL,17288.505220339175,4,SAM,OTHER VEGETABLE SEED,LAS,15105.463603271899,685.8319567107586
256,4891.448302058294,10845540.0,2022,206.0,28561.051689328757,459.8290637987141,CT40,LAS,4206.0,CD-Chile,LAS,Chile,CA33,CD-CL,34623.76458203846,4,SAM,OTHER VEGETABLE SEED,LAS,29732.31627998016,6062.7128927097
257,2517.104104826392,10845540.0,2021,206.0,16374.618838429302,1091.916116248307,CT40,LAS,4206.0,CD-Chile,LAS,Chile,CA33,CD-CL,18509.57410315513,4,SAM,OTHER VEGETABLE SEED,LAS,15992.469998328737,2134.955264725828
258,2498.6572441763897,10845540.0,2022,206.0,19544.986276279044,170.2176919057449,CT40,LAS,4206.0,CD-Chile,LAS,Chile,CA33,CD-CL,22705.07151614635,4,SAM,OTHER VEGETABLE SEED,LAS,20206.41427196996,3160.085239867307
259,2363.385759744214,10845540.0,2022,206.0,18164.991388200833,522.1300879576025,CT40,LAS,4206.0,CD-Chile,LAS,Chile,CA33,CD-CL,20507.1783981264,4,SAM,OTHER VEGETABLE SEED,LAS,18143.792638382187,2342.187009925567
260,2267.078559519742,10845540.0,2020,206.0,19779.37202908942,1187.440677390642,CT40,LAS,4206.0,CD-Chile,LAS,Chile,CA33,CD-CL,22900.123845631028,4,SAM,OTHER VEGETABLE SEED,LAS,20633.045286111286,3120.7518165416077
261,2237.1749844955552,10845540.0,2022,206.0,14524.958551404943,1131.69019727273,CT40,LAS,4206.0,CD-Chile,LAS,Chile,CA33,CD-CL,16743.094937011105,4,SAM,OTHER VEGETABLE SEED,LAS,14505.91995251555,2218.136385606162
262,2405.2415455632513,10845540.0,2020,206.0,13843.722696254235,201.3701789753447,CT40,LAS,4206.0,CD-Chile,LAS,Chile,CA33,CD-CL,15427.141551256942,4,SAM,OTHER VEGETABLE SEED,LAS,13021.900005693691,1583.4188550027072
263,1606.588092348299,10845540.0,2022,206.0,9595.7697335422,1864.222381772038,CT40,LAS,4206.0,CD-Chile,LAS,Chile,CA33,CD-CL,11631.46830672358,4,SAM,OTHER VEGETABLE SEED,LAS,10024.880214375282,2035.6985731813802
264,2954.9217443088423,10845540.0,2022,206.0,16260.983335133691,801.3552716923122,CT40,LAS,4206.0,CD-Chile,LAS,Chile,CA33,CD-CL,20478.04173297649,4,SAM,OTHER VEGETABLE SEED,LAS,17523.119988667648,4217.0583978427985
265,1530.0375414634939,10845540.0,2020,206.0,10941.720545948028,476.9833874826122,CT40,LAS,4206.0,CD-Chile,LAS,Chile,CA33,CD-CL,12496.464330433391,4,SAM,OTHER VEGETABLE SEED,LAS,10966.426788969897,1554.7437844853634
266,3469.249155763357,10845540.0,2020,206.0,22187.489957250145,473.1119205734433,CT40,LAS,4206.0,CD-Chile,LAS,Chile,CA33,CD-CL,26941.282931423128,4,SAM,OTHER VEGETABLE SEED,LAS,23472.03377565977,4753.792974172984
267,2127.604873166446,10845540.0,2021,206.0,12415.045186886386,599.4062127787329,CT40,LAS,4206.0,CD-Chile,LAS,Chile,CA33,CD-CL,14014.933677815807,4,SAM,OTHER VEGETABLE SEED,LAS,11887.328804649362,1599.888490929422
268,2877.6218393532845,10845540.0,2020,206.0,19663.902778771386,68.11667572448133,CT40,LAS,4206.0,CD-Chile,LAS,Chile,CA33,CD-CL,23071.17759760935,4,SAM,OTHER VEGETABLE SEED,LAS,20193.555758256065,3407.274818837964
269,2418.851575524576,10845540.0,2022,206.0,19636.74707331142,177.3967247381571,CT40,LAS,4206.0,CD-Chile,LAS,Chile,CA33,CD-CL,26275.610371512565,4,SAM,OTHER VEGETABLE SEED,LAS,23856.75879598799,6638.863298201145
270,2170.9961357358284,10845540.0,2022,206.0,14702.430474394961,182.2261894109214,CT40,LAS,4206.0,CD-Chile,LAS,Chile,CA33,CD-CL,17737.37203978747,4,SAM,OTHER VEGETABLE SEED,LAS,15566.375904051642,3034.9415653925103
271,1697.1278339183657,10845540.0,2022,206.0,15028.400515462481,2126.910047801729,CT40,LAS,4206.0,CD-Chile,LAS,Chile,CA33,CD-CL,16836.008226933216,4,SAM,OTHER VEGETABLE SEED,LAS,15138.88039301485,1807.6077114707355
272,2985.742627413495,10845540.0,2022,206.0,19255.840345519988,855.2990614703883,CT40,LAS,4206.0,CD-Chile,LAS,Chile,CA33,CD-CL,23430.20019689154,4,SAM,OTHER VEGETABLE SEED,LAS,20444.457569478043,4174.359851371552
273,4200.229035012221,10845540.0,2022,206.0,25590.73165816099,387.9228837619164,CT40,LAS,4206.0,CD-Chile,LAS,Chile,CA33,CD-CL,28687.949495766017,4,SAM,OTHER VEGETABLE SEED,LAS,24487.720460753797,3097.2178376050274
274,3162.3104266968335,10845540.0,2020,206.0,23579.529362075133,1603.219651807578,CT40,LAS,4206.0,CD-Chile,LAS,Chile,CA33,CD-CL,26841.168434027593,4,SAM,OTHER VEGETABLE SEED,LAS,23678.85800733076,3261.6390719524597
275,3156.200615758948,10845540.0,2021,206.0,25171.88545152365,310.6316992645583,CT40,LAS,4206.0,CD-Chile,LAS,Chile,CA33,CD-CL,32088.69894765338,4,SAM,OTHER VEGETABLE SEED,LAS,28932.498331894432,6916.813496129732
276,4253.176997743719,10845540.0,2022,206.0,23847.157967754385,1875.240522550336,CT40,LAS,4206.0,CD-Chile,LAS,Chile,CA33,CD-CL,27126.068187809262,4,SAM,OTHER VEGETABLE SEED,LAS,22872.891190065544,3278.9102200548773
277,2570.1380946207287,10845540.0,2022,206.0,16792.94449529648,981.2839719287894,CT40,LAS,4206.0,CD-Chile,LAS,Chile,CA33,CD-CL,20148.670783795664,4,SAM,OTHER VEGETABLE SEED,LAS,17578.532689174936,3355.726288499183
278,3506.3895109132372,10845540.0,2021,206.0,18450.409858209525,651.6542602169103,CT40,LAS,4206.0,CD-Chile,LAS,Chile,CA33,CD-CL,20884.32086863859,4,SAM,OTHER VEGETABLE SEED,LAS,17377.931357725352,2433.911010429068
279,2203.223259162394,10845540.0,2020,206.0,15564.523055852016,915.5204354289879,CT40,LAS,4206.0,CD-Chile,LAS,Chile,CA33,CD-CL,17606.371847369348,4,SAM,OTHER VEGETABLE SEED,LAS,15403.148588206954,2041.8487915173314
280,2266.9554326244397,10845540.0,2022,206.0,19265.808251945662,1157.342393643152,CT40,LAS,4206.0,CD-Chile,LAS,Chile,CA33,CD-CL,23319.213716292834,4,SAM,OTHER VEGETABLE SEED,LAS,21052.258283668394,4053.4054643471704
281,2561.4946751525476,10845540.0,2022,206.0,16538.71553796308,795.4024770669658,CT40,LAS,4206.0,CD-Chile,LAS,Chile,CA33,CD-CL,18881.454440236666,4,SAM,OTHER VEGETABLE SEED,LAS,16319.959765084117,2342.7389022735865
282,2565.4240721066767,10845540.0,2020,206.0,16956.08318063226,2126.653902323565,CT40,LAS,4206.0,CD-Chile,LAS,Chile,CA33,CD-CL,20183.502696417454,4,SAM,OTHER VEGETABLE SEED,LAS,17618.078624310776,3227.4195157851923
283,2428.6633014787108,10845540.0,2020,206.0,15025.624110559987,90.57329091537918,CT40,LAS,4206.0,CD-Chile,LAS,Chile,CA33,CD-CL,17427.944684812523,4,SAM,OTHER VEGETABLE SEED,LAS,14999.281383333811,2402.3205742525356
284,3995.298304159025,10845540.0,2020,206.0,22794.56096865765,464.6679606507115,CT40,LAS,4206.0,CD-Chile,LAS,Chile,CA33,CD-CL,28168.120928030476,4,SAM,OTHER VEGETABLE SEED,LAS,24172.82262387145,5373.559959372825
285,4619.741937627617,10845540.0,2020,206.0,27109.29438636762,576.1020371595396,CT40,LAS,4206.0,CD-Chile,LAS,Chile,CA33,CD-CL,31988.341353489424,4,SAM,OTHER VEGETABLE SEED,LAS,27368.59941586181,4879.046967121805
286,4528.36889138146,10845540.0,2022,206.0,28168.246988649793,1800.574451777353,CT40,LAS,4206.0,CD-Chile,LAS,Chile,CA33,CD-CL,31775.043089391176,4,SAM,OTHER VEGETABLE SEED,LAS,27246.674198009714,3606.7961007413815
287,2642.817188088781,10845540.0,2021,206.0,13189.613721009871,206.5802875644417,CT40,LAS,4206.0,CD-Chile,LAS,Chile,CA33,CD-CL,14549.793352270342,4,SAM,OTHER VEGETABLE SEED,LAS,11906.97616418156,1360.1796312604713
288,4435.490134453417,10845540.0,2022,206.0,28200.308796445606,211.531251171839,CT40,LAS,4206.0,CD-Chile,LAS,Chile,CA33,CD-CL,34059.10468694439,4,SAM,OTHER VEGETABLE SEED,LAS,29623.61455249097,5858.7958904987845
289,3850.826654094874,10809933.0,2020,921.0,22301.392138071653,1079.792332991927,CT13,NAM SOUTH EAST,5183.0,CD-USA,US&CA,USA,CA6,CD-US,25388.919296807944,2,NAM,OTHER VEGETABLE SEED,US&CA,21538.09264271307,3087.5271587362927
290,2805.849199905366,10778742.0,2020,14.0,23995.66162841199,1170.289179281013,CT14,MEXICO NORTH,4570.0,CD-Mexico,MX&CACAR,Mexico,CA7,CD-MX,30204.3272429163,2,NAM,OTHER VEGETABLE SEED,MX&CACAR,27398.478043010935,6208.665614504314
291,1667.0342603023919,10778742.0,2020,14.0,11395.753002359026,233.1944495324885,CT14,MEXICO NORTH,4570.0,CD-Mexico,MX&CACAR,Mexico,CA7,CD-MX,13050.590394310664,2,NAM,OTHER VEGETABLE SEED,MX&CACAR,11383.556134008273,1654.837391951637
292,2078.6071932762484,10789139.0,2020,14.0,18191.880475544316,1734.866490236815,CT14,MEXICO NORTH,5183.0,CD-Mexico,MX&CACAR,Mexico,CA7,CD-MX,19346.89639474872,2,NAM,PEPPER,MX&CACAR,17268.28920147247,1155.0159192044052
293,4239.838803772222,10789139.0,2020,14.0,29397.865779954383,664.7169347114436,CT14,MEXICO NORTH,5183.0,CD-Mexico,MX&CACAR,Mexico,CA7,CD-MX,33570.008232793574,2,NAM,PEPPER,MX&CACAR,29330.169429021353,4172.14245283919
294,4434.658154225084,10778742.0,2020,14.0,30867.683530824725,475.8822315785152,CT14,MEXICO NORTH,4570.0,CD-Mexico,MX&CACAR,Mexico,CA7,CD-MX,33612.415257437366,2,NAM,OTHER VEGETABLE SEED,MX&CACAR,29177.757103212283,2744.7317266126392
295,3866.6836213105253,10845540.0,2022,216.0,26669.680201393574,641.7386386662199,CT32,ANDEAN NORTH,5183.0,CD-Colombia,ANDEAN NORTH,Colombia,CA25,CD-CO,31944.121466105746,4,SAM,OTHER VEGETABLE SEED,ANDEAN NORTH,28077.437844795222,5274.441264712172
296,2326.361946256686,12606316.0,2021,922.0,16138.811064886595,893.5736863392248,CT14,UNDEF MX,4570.0,CD-Mexico,MX&CACAR,Mexico,CA7,CD-MX,20104.484609232386,2,NAM,TOMATO,MX&CACAR,17778.1226629757,3965.67354434579
297,2738.669423896208,12966948.0,2022,710.0,14920.779623814058,1340.565927552503,CT13,NAM PC,1318.0,CD-Canada,US&CA,Canada,CA6,CD-CA,17645.68258826536,2,NAM,CUCUMBER,US&CA,14907.013164369153,2724.9029644513034
298,4033.8707312826473,12948254.0,2020,207.0,23645.166640735002,44.54786485465564,CT36,PRIVATE PRODUCTION,4206.0,CD-Japan,PRIVATE PRODUCTION,Japan,CA29,CD-JP,27757.925850909516,4,SAM,ONION,PRIVATE PRODUCTION,23724.055119626868,4112.759210174515
299,1974.9444537594877,12820411.0,2020,207.0,12980.036672652717,10.88086447465254,CT36,PRIVATE PRODUCTION,4206.0,CD-Japan,PRIVATE PRODUCTION,Japan,CA29,CD-JP,15063.65587192435,4,SAM,ONION,PRIVATE PRODUCTION,13088.711418164861,2083.6191992716317
300,2062.6468534896408,10906993.0,2021,217.0,12468.98800299693,1621.196589542392,CT32,ANDEAN NORTH,5183.0,CD-Ecuador,ANDEAN NORTH,Ecuador,CA25,CD-EC,15002.670093473,4,SAM,LETTUCE,ANDEAN NORTH,12940.023239983359,2533.6820904760702
301,4019.582897533376,11994550.0,2021,33.0,27428.308519995062,2233.959065659706,CT13,NAM WEST,5183.0,CD-USA,US&CA,USA,CA6,CD-US,30057.565158357884,2,NAM,ONION,US&CA,26037.98226082451,2629.256638362823
302,2546.804395596878,11994550.0,2022,33.0,17014.02919775807,869.8141734181079,CT13,NAM WEST,5183.0,CD-USA,US&CA,USA,CA6,CD-US,19304.985862645717,2,NAM,ONION,US&CA,16758.18146704884,2290.9566648876453
303,2557.2539943483885,11067240.0,2022,33.0,13097.362909881374,1696.353356561201,CT13,NAM WEST,5183.0,CD-USA,US&CA,USA,CA6,CD-US,16674.66404488066,2,NAM,PEPPER,US&CA,14117.410050532271,3577.301134999287
304,2829.242259615786,12156694.0,2021,33.0,21956.343714483628,698.2452161626779,CT13,NAM WEST,5183.0,CD-USA,US and CA,USA,CA6,CD-US,25122.371182081402,2,NAM,ONION,US&CA,22293.128922465618,3166.027467597775
305,2201.50227305871,11067240.0,2022,33.0,19143.700134110066,349.7783538428317,CT13,NAM WEST,5183.0,CD-USA,US&CA,USA,CA6,CD-US,22272.644326957645,2,NAM,PEPPER,US&CA,20071.142053898933,3128.9441928475776
306,3921.026452814009,10784450.0,2021,33.0,21651.412682244692,1713.84865161831,CT13,NAM WEST,5183.0,CD-USA,US&CA,USA,CA6,CD-US,27050.38166200321,2,NAM,PEPPER,US&CA,23129.355209189198,5398.968979758516
307,2805.902285180376,11067240.0,2022,33.0,22774.19737314537,919.5229895782581,CT13,NAM WEST,5183.0,CD-USA,US&CA,USA,CA6,CD-US,27206.503035685637,2,NAM,PEPPER,US&CA,24400.600750505262,4432.305662540266
308,1523.4042155884147,11067240.0,2020,33.0,10644.089732656692,724.5554344154333,CT13,NAM WEST,5183.0,CD-USA,US and CA,USA,CA6,CD-US,13010.829504232232,2,NAM,PEPPER,US&CA,11487.425288643817,2366.73977157554
309,5885.951914431047,10778742.0,2022,15.0,27390.662925159086,1904.655529151505,CT14,MEXICO NORTH,4570.0,CD-Mexico,MX&CACAR,Mexico,CA7,CD-MX,32117.37751354566,2,NAM,OTHER VEGETABLE SEED,MX&CACAR,26231.425599114613,4726.714588386575
310,5194.62257041264,10845540.0,2022,15.0,27422.714566142793,640.8065034125818,CT14,MEXICO NORTH,5183.0,CD-Mexico,MX&CACAR,Mexico,CA7,CD-MX,34164.62311180308,2,NAM,OTHER VEGETABLE SEED,MX&CACAR,28970.000541390436,6741.9085456602825
311,1511.7804934248659,10778742.0,2022,15.0,11793.597070428747,102.6116387681677,CT14,MEXICO NORTH,4570.0,CD-Mexico,MX&CACAR,Mexico,CA7,CD-MX,13619.424255114005,2,NAM,OTHER VEGETABLE SEED,MX&CACAR,12107.64376168914,1825.8271846852595
312,2527.4606201426627,10845540.0,2022,206.0,25968.11315712491,1846.50467480716,CT40,LAS,4206.0,CD-Chile,LAS,Chile,CA33,CD-CL,29745.51330626533,4,SAM,OTHER VEGETABLE SEED,LAS,27218.052686122668,3777.4001491404183
313,2400.7141128159683,10845540.0,2020,206.0,19174.031786005053,884.7614743538093,CT40,LAS,4206.0,CD-Chile,LAS,Chile,CA33,CD-CL,23120.201471716104,4,SAM,OTHER VEGETABLE SEED,LAS,20719.487358900136,3946.169685711051
314,2235.497397243769,10845540.0,2021,206.0,18534.10299203823,2221.095356744228,CT40,LAS,4206.0,CD-Chile,LAS,Chile,CA33,CD-CL,21965.22050233583,4,SAM,OTHER VEGETABLE SEED,LAS,19729.72310509206,3431.117510297599
315,4426.941175191974,10906993.0,2020,214.0,27841.896770788284,215.9617866260359,CT40,LAS,4054.0,CD-Argentina,LAS,Argentina,CA33,CD-AR,32022.22973809886,4,SAM,LETTUCE,LAS,27595.288562906884,4180.332967310575
316,2774.0168006789,10797360.0,2021,19.0,23600.492149338366,762.2461518992995,CT13,NAM NORTH EAST,5183.0,CD-USA,US&CA,USA,CA6,CD-US,27607.498221133552,2,NAM,TOMATO,US&CA,24833.481420454653,4007.0060717951847
317,2736.496717307994,10784032.0,2022,32.0,21355.13841886644,172.7955264633075,CT13,NAM WEST,5183.0,CD-USA,US&CA,USA,CA6,CD-US,23865.233711701498,2,NAM,MELON,US&CA,21128.736994393505,2510.0952928350566
318,4321.551815487985,11067240.0,2022,32.0,28809.42665924941,999.1346690224472,CT13,NAM WEST,5183.0,CD-USA,US&CA,USA,CA6,CD-US,33606.05957171879,2,NAM,PEPPER,US&CA,29284.507756230807,4796.632912469381
319,3633.840493107304,10937961.0,2020,32.0,26607.36962701562,980.1748898834392,CT13,NAM WEST,5183.0,CD-USA,US&CA,USA,CA6,CD-US,31011.532950316065,2,NAM,OTHER VEGETABLE SEED,US&CA,27377.69245720876,4404.163323300445
320,5900.587101729102,10784032.0,2020,32.0,28506.98953342104,325.5398513047794,CT13,NAM WEST,5183.0,CD-USA,US and CA,USA,CA6,CD-US,32695.713886193123,2,NAM,MELON,US&CA,26795.12678446402,4188.724352772081
321,3327.893056144168,12156694.0,2022,32.0,15521.224259255854,769.9096594315274,CT13,NAM WEST,5183.0,CD-USA,US&CA,USA,CA6,CD-US,19761.017237546912,2,NAM,ONION,US&CA,16433.124181402745,4239.792978291059
322,3046.322655141953,12156694.0,2020,32.0,21047.255891014036,62.61193687706827,CT13,NAM WEST,5183.0,CD-USA,US&CA,USA,CA6,CD-US,25360.65842742252,2,NAM,ONION,US&CA,22314.335772280567,4313.402536408483
323,3996.1851763730424,10784450.0,2021,32.0,21140.572212885065,529.7295357444137,CT13,NAM WEST,5183.0,CD-USA,US and CA,USA,CA6,CD-US,25536.079726689033,2,NAM,PEPPER,US&CA,21539.894550315992,4395.507513803968
324,1082.7784770111577,10784450.0,2021,32.0,12050.912355513115,83.05391596643028,CT13,NAM WEST,5183.0,CD-USA,US and CA,USA,CA6,CD-US,14422.99920036364,2,NAM,PEPPER,US&CA,13340.220723352482,2372.0868448505244
325,1526.1502019951993,12349515.0,2021,921.0,17473.27597683199,355.512649849999,CT13,UNDEF US,5183.0,CD-USA,US&CA,USA,CA6,CD-US,19910.530075090668,2,NAM,OTHER VEGETABLE SEED,US&CA,18384.37987309547,2437.25409825868
326,2266.0693334450225,12349515.0,2022,921.0,14022.68674475033,1679.627236255548,CT13,UNDEF US,5183.0,CD-USA,US&CA,USA,CA6,CD-US,16923.828784116078,2,NAM,OTHER VEGETABLE SEED,US&CA,14657.759450671057,2901.1420393657486
327,1733.2399343099435,12349515.0,2020,921.0,20605.36664177243,401.0662276460355,CT13,UNDEF US,5183.0,CD-USA,US&CA,USA,CA6,CD-US,22872.060334332153,2,NAM,OTHER VEGETABLE SEED,US&CA,21138.82040002221,2266.6936925597206
328,2366.0669985691975,12595136.0,2020,38.0,25701.08430749645,1629.835545172563,CT13,NAM NORTH EAST,5183.0,CD-USA,US&CA,USA,CA6,CD-US,30524.334517240077,2,NAM,"BEAN, GARDEN",US&CA,28158.26751867088,4823.250209743627
329,4171.592270900622,12595136.0,2020,38.0,27723.969690299848,189.5072985996519,CT13,NAM NORTH EAST,5183.0,CD-USA,US and CA,USA,CA6,CD-US,30937.44729650602,2,NAM,"BEAN, GARDEN",US&CA,26765.855025605397,3213.477606206172
330,4606.000977488775,10797360.0,2021,38.0,28814.42307306829,2495.459045278765,CT13,NAM NORTH EAST,5183.0,CD-USA,US&CA,USA,CA6,CD-US,34148.74557501591,2,NAM,TOMATO,US&CA,29542.74459752714,5334.322501947624
331,4036.3648393655867,10937961.0,2020,38.0,25653.849929552296,866.0316075789926,CT13,NAM NORTH EAST,5183.0,CD-Canada,US&CA,Canada,CA6,CD-CA,30289.256369320505,2,NAM,OTHER VEGETABLE SEED,US&CA,26252.89152995492,4635.406439768209
332,2284.447458588377,11477164.0,2021,38.0,14583.519138145777,166.3539912579056,CT13,NAM NORTH EAST,5183.0,CD-USA,US and CA,USA,CA6,CD-US,17298.188070255324,2,NAM,SPINACH,US&CA,15013.740611666946,2714.6689321095478
333,2492.064738102578,10906993.0,2020,11.0,17492.427670356392,1513.659257219342,CT14,MEXICO SOUTH,4570.0,CD-Mexico,MX&CACAR,Mexico,CA7,CD-MX,19043.350962737517,2,NAM,LETTUCE,MX&CACAR,16551.28622463494,1550.9232923811264
334,4331.495552654812,10906993.0,2020,11.0,23969.328980564915,1540.698886047658,CT14,MEXICO SOUTH,4570.0,CD-Mexico,MX&CACAR,Mexico,CA7,CD-MX,31415.272762619144,2,NAM,LETTUCE,MX&CACAR,27083.777209964333,7445.943782054231
