,COMMERCIAL_TEAM,COMMERCIAL_COUNTRY_NAME,PERIOD,Commercial_SUBREGION_DESC,COMMERCIAL_DISTRICT_DESCRIPTION,NET_QTY,COMMERCIAL_DISTRICT,REGION_DESCRIPTION,COMMERCIAL_SALES_TERRITORY_CODE,CROP,SALES_TC_FXACT,COMMERCIAL_AREA_DESCRIPTION,COMMERCIAL_AREA_CODE,COMMERCIAL_TEAM_DESCRIPTION,SURCHARGE,GROSS_SALES,MATERIAL_NBR,REGION_CODE,COMPANY_CODE,BASE_SALES,DISCOUNT
1035,CT51,Netherlands,2020.08,EMEA GLASS,CD-Netherlands-Glass,447.0007533610642,CD-NL-GLAS,EMEA,663.0,CUCUMBER,26166.530083036774,NORTH EUROPE,CAW2,EMEA GLASS,3002.2712109077634,29733.57165870762,12732272.0,1,3605.0,26731.30044779986,3567.0415756708476
1036,CT51,Netherlands,2020.12,EMEA GLASS,CD-Netherland-Glass,1663.516663807826,CD-NL-GLAS,EMEA,663.0,CUCUMBER,20685.241881013917,NORTH EUROPE,CAW2,EMEA GLASS,3611.645909310159,23476.765261144,12946371.0,1,3605.0,19865.11935183384,2791.5233801300806
1037,CT51,Netherlands,2021.05,EMEA GLASS,CD-Netherlands-Glass,122.567184235321,CD-NL-GLAS,EMEA,663.0,CUCUMBER,12255.928613104974,NORTH EUROPE,CAW2,EMEA GLASS,2128.0263599727828,14019.372013734972,12994438.0,1,3605.0,11891.34565376219,1763.443400629998
1038,CT51,Netherlands,2021.05,EMEA GLASS,CD-Netherland-Glass,794.920321172435,CD-NL-GLAS,EMEA,663.0,CUCUMBER,27826.130282743416,NORTH EUROPE,CAW2,EMEA GLASS,4764.71663201373,33743.622579428666,12337080.0,1,3605.0,28978.905947414936,5917.492296685251
1039,CT51,France,2021.01,EMEA GLASS,CD-France-Glass,830.670215929459,CD-FR-GLAS,EMEA,664.0,CUCUMBER,14768.526346151115,NORTH EUROPE,CAW2,EMEA GLASS,1956.0402978591121,16382.412197711146,12169021.0,1,3354.0,14426.371899852034,1613.8858515600316
1040,CT51,France,2021.12,EMEA GLASS,CD-France-Glass,1747.868235104968,CD-FR-GLAS,EMEA,664.0,CUCUMBER,13780.09639571324,NORTH EUROPE,CAW2,EMEA GLASS,2460.116533906842,15874.618470006066,12946383.0,1,3354.0,13414.501936099223,2094.522074292824
1041,CT7,Italy,2020.02,ITALY,CD-Italy,748.2922658718702,CD-IT,EMEA,602.0,CUCUMBER,17377.542453840226,SOUTH EUROPE,CAW1,ITALY,2427.1858483889896,20590.73795418588,12169021.0,1,3515.0,18163.55210579689,3213.195500345653
1042,CT51,France,2020.12,EMEA GLASS,CD-France-Glass,747.9779538688855,CD-FR-GLAS,EMEA,664.0,CUCUMBER,26341.348604975625,NORTH EUROPE,CAW2,EMEA GLASS,3287.786080404924,30260.14597977512,12946383.0,1,3354.0,26972.359899370196,3918.7973747994965
1043,CT51,France,2021.01,EMEA GLASS,CD-France-Glass,664.1794898671181,CD-FR-GLAS,EMEA,664.0,CUCUMBER,30461.567501953126,NORTH EUROPE,CAW2,EMEA GLASS,5462.7454556827515,34960.466988060914,12946383.0,1,3354.0,29497.72153237816,4498.89948610779
1044,CT51,France,2021.11,EMEA GLASS,CD-France-Glass,877.1464332322493,CD-FR-GLAS,EMEA,664.0,CUCUMBER,26977.80766597103,NORTH EUROPE,CAW2,EMEA GLASS,3916.777381560874,32915.59021850572,12946383.0,1,3354.0,28998.812836944846,5937.782552534688
1045,CT51,Sweden,2020.11,EMEA GLASS,CD-Sweden-Glass,805.4064473196303,CD-SE-GLAS,EMEA,666.0,CUCUMBER,25780.601103146255,NORTH EUROPE,CAW2,EMEA GLASS,4178.457437651102,30187.605807669785,12946357.0,1,3605.0,26009.148370018684,4407.00470452353
1046,CT51,France,2022.12,EMEA GLASS,CD-France-Glass,538.3025526906363,CD-FR-GLAS,EMEA,664.0,CUCUMBER,15036.957227453699,NORTH EUROPE,CAW2,EMEA GLASS,2571.772004064757,16151.102112347684,12946383.0,1,3354.0,13579.330108282928,1114.1448848939845
1047,CT5,Spain,2022.08,IBERICA,CD-Spain,791.0233385610846,CD-ES,EMEA,649.0,CUCUMBER,17763.500780833976,SOUTH EUROPE,CAW1,IBERICA,2979.427784938413,20039.834459830614,11867961.0,1,3781.0,17060.4066748922,2276.3336789966393
1048,CT5,Spain,2022.08,IBERICA,CD-Spain,65.27081941665591,CD-ES,EMEA,649.0,CUCUMBER,10472.624047119027,SOUTH EUROPE,CAW1,IBERICA,1198.054980647498,11758.704594504905,11867961.0,1,3781.0,10560.649613857408,1286.0805473858775
1049,CT5,Spain,2022.07,IBERICA,CD-Spain,1325.674029115346,CD-ES,EMEA,649.0,CUCUMBER,17219.620449181006,SOUTH EUROPE,CAW1,IBERICA,2669.3000208249223,19738.765254396487,11867961.0,1,3781.0,17069.465233571565,2519.1448052154806
1050,CT5,Spain,2022.12,IBERICA,CD-Spain,1357.47236985528,CD-ES,EMEA,649.0,CUCUMBER,11852.866135658778,SOUTH EUROPE,CAW1,IBERICA,1999.3728088777723,14750.77579614446,30068528.0,1,3781.0,12751.402987266689,2897.9096604856823
1051,CT5,Spain,2022.08,IBERICA,CD-Spain,1570.014304113233,CD-ES,EMEA,649.0,CUCUMBER,24578.6495087715,SOUTH EUROPE,CAW1,IBERICA,3736.0763608210304,29626.20009992936,11867961.0,1,3781.0,25890.12373910833,5047.55059115786
1052,CT5,Spain,2022.12,IBERICA,CD-Spain,804.1438708956465,CD-ES,EMEA,649.0,CUCUMBER,25310.22237522417,SOUTH EUROPE,CAW1,IBERICA,4043.461464127622,30227.327499395862,11867961.0,1,3781.0,26183.866035268242,4917.1051241716905
1053,CT5,Spain,2022.11,IBERICA,CD-Spain,1299.703745150974,CD-ES,EMEA,649.0,CUCUMBER,10505.095272667933,SOUTH EUROPE,CAW1,IBERICA,1502.135977906548,12375.286193357015,11867961.0,1,3781.0,10873.150215450467,1870.1909206890812
1054,CT56,Hungary,2021.05,CENTRAL EUROPE & BALKANS,CD-Hungary,402.348019327027,CD-HU,EMEA,634.0,CUCUMBER,11505.309139891964,"E-EUROPE, AFRICA & IRAN",CAE1,E-EUROPE & ISRAEL,963.0148420975987,12883.211085686013,11867961.0,1,3440.0,11920.196243588414,1377.9019457940478
1055,CT56,Hungary,2021.08,CENTRAL EUROPE & BALKANS,CD-Hungary,37.21077070486467,CD-HU,EMEA,634.0,CUCUMBER,16577.696547657106,"E-EUROPE, AFRICA & IRAN",CAE1,E-EUROPE & ISRAEL,2091.8286018133235,18592.67903826444,11867961.0,1,3440.0,16500.850436451117,2014.9824906073325
1056,CT56,Hungary,2022.01,CENTRAL EUROPE & BALKANS,CD-Hungary,1267.455260605877,CD-HU,EMEA,634.0,CUCUMBER,20236.005411873557,"E-EUROPE, AFRICA & IRAN",CAE1,E-EUROPE & ISRAEL,3590.727654447015,24424.60736236864,11867961.0,1,3440.0,20833.879707921624,4188.60195049508
1057,CT56,Hungary,2020.12,CENTRAL EUROPE & BALKANS,CD-Hungary,451.4674287467263,CD-HU,EMEA,634.0,CUCUMBER,14886.75868296813,"E-EUROPE, AFRICA & IRAN",CAE1,E-EUROPE & ISRAEL,2210.1443312942697,16233.008365774282,11867961.0,1,3440.0,14022.864034480011,1346.2496828061524
1058,CT56,Hungary,2022.11,CENTRAL EUROPE & BALKANS,CD-Hungary,1461.409216927788,CD-HU,EMEA,634.0,CUCUMBER,9734.581051529369,"E-EUROPE, AFRICA & IRAN",CAE1,E-EUROPE & ISRAEL,989.9698750160529,11601.751051578005,11867961.0,1,3440.0,10611.781176561952,1867.170000048636
1059,CT56,Hungary,2022.03,CENTRAL EUROPE & BALKANS,CD-Hungary,441.5759528115337,CD-HU,EMEA,634.0,CUCUMBER,22263.745696574326,"E-EUROPE, AFRICA & IRAN",CAE1,E-EUROPE & ISRAEL,4402.674979293391,27727.243703753105,11867961.0,1,3440.0,23324.568724459714,5463.49800717878
1060,CT56,Hungary,2020.07,CENTRAL EUROPE & BALKANS,CD-Hungary,8.009755003611644,CD-HU,EMEA,634.0,CUCUMBER,25037.38102419697,"E-EUROPE, AFRICA & IRAN",CAE1,E-EUROPE & ISRAEL,2946.699789957728,31185.671795629576,11867961.0,1,3440.0,28238.972005671847,6148.2907714326075
1061,CT5,Spain,2021.09,IBERICA,CD-Spain,702.4785864772142,CD-ES,EMEA,649.0,CUCUMBER,12277.598774049446,SOUTH EUROPE,CAW1,IBERICA,1813.9546835858796,13037.276011372132,11867961.0,1,3781.0,11223.321327786252,759.6772373226872
1062,CT5,Spain,2022.08,IBERICA,CD-Spain,1300.138790796497,CD-ES,EMEA,649.0,CUCUMBER,28256.257319636516,SOUTH EUROPE,CAW1,IBERICA,3612.1273926201225,33302.39763263721,11867961.0,1,3781.0,29690.270240017086,5046.140313000691
1063,CT5,Spain,2022.11,IBERICA,CD-Spain,411.7184030518121,CD-ES,EMEA,649.0,CUCUMBER,27673.80460690188,SOUTH EUROPE,CAW1,IBERICA,4125.536086749099,34024.216213920256,11867961.0,1,3781.0,29898.68012717116,6350.411607018376
1064,CT5,Spain,2021.08,IBERICA,CD-Spain,999.5603852074727,CD-ES,EMEA,649.0,CUCUMBER,18949.146045007106,SOUTH EUROPE,CAW1,IBERICA,3124.8838032519952,21865.922872457835,11867961.0,1,3781.0,18741.03906920584,2916.7768274507275
1065,CT5,Spain,2021.08,IBERICA,CD-Spain,1265.993934780218,CD-ES,EMEA,649.0,CUCUMBER,20807.99931974721,SOUTH EUROPE,CAW1,IBERICA,3472.3937271927903,24687.393949084955,11627571.0,1,3781.0,21215.000221892165,3879.3946293377458
1066,CT5,Spain,2021.08,IBERICA,CD-Spain,1198.477457431951,CD-ES,EMEA,649.0,CUCUMBER,11279.421887905864,SOUTH EUROPE,CAW1,IBERICA,1813.9814670022583,13838.779081685438,11867961.0,1,3781.0,12024.797614683179,2559.3571937795723
1067,CT5,Spain,2022.06,IBERICA,CD-Spain,970.5407406684839,CD-ES,EMEA,649.0,CUCUMBER,21862.637507854186,SOUTH EUROPE,CAW1,IBERICA,3421.1949478906304,24168.69155212502,11867961.0,1,3781.0,20747.496604234388,2306.054044270833
1068,CT5,Spain,2022.07,IBERICA,CD-Spain,1995.773312727227,CD-ES,EMEA,649.0,CUCUMBER,10843.640425584703,SOUTH EUROPE,CAW1,IBERICA,1295.108139772192,12032.3838378888,11867961.0,1,3781.0,10737.275698116608,1188.7434123040966
1069,CT5,Spain,2020.09,IBERICA,CD-Spain,1024.259721556119,CD-ES,EMEA,649.0,CUCUMBER,29670.04468635215,SOUTH EUROPE,CAW1,IBERICA,5309.640475404346,35198.09867116373,11867961.0,1,3781.0,29888.458195759387,5528.0539848115795
1070,CT5,Spain,2022.12,IBERICA,CD-Spain,399.2245018310653,CD-ES,EMEA,649.0,CUCUMBER,26507.99247482554,SOUTH EUROPE,CAW1,IBERICA,4118.803033535501,33267.392893965945,11867961.0,1,3781.0,29148.589860430446,6759.4004191404065
1071,CT5,Spain,2021.08,IBERICA,CD-Spain,211.5535141573298,CD-ES,EMEA,649.0,CUCUMBER,17834.243278744772,SOUTH EUROPE,CAW1,IBERICA,2355.6815468111145,19675.869350173656,11867961.0,1,3781.0,17320.18780336254,1841.6260714288842
1072,CT5,Spain,2020.08,IBERICA,CD-Spain,739.1595503890194,CD-ES,EMEA,649.0,CUCUMBER,25773.15411188612,SOUTH EUROPE,CAW1,IBERICA,2868.8121127830354,29482.79333382669,11867961.0,1,3781.0,26613.981221043654,3709.639221940567
1073,CT5,Spain,2020.09,IBERICA,CD-Spain,831.5655460354875,CD-ES,EMEA,649.0,CUCUMBER,18844.906894971078,SOUTH EUROPE,CAW1,IBERICA,2773.5829910164994,23023.05147611427,11627571.0,1,3781.0,20249.468485097772,4178.144581143192
1074,CT5,Spain,2020.09,IBERICA,CD-Spain,418.3632365620525,CD-ES,EMEA,649.0,CUCUMBER,24355.476861435716,SOUTH EUROPE,CAW1,IBERICA,4561.303565812299,30859.93355101488,11867961.0,1,3781.0,26298.629985202584,6504.456689579166
1075,CT5,Spain,2020.09,IBERICA,CD-Spain,1443.738850633258,CD-ES,EMEA,649.0,CUCUMBER,29348.139068744465,SOUTH EUROPE,CAW1,IBERICA,3843.1712681119993,33398.61402041817,11867961.0,1,3781.0,29555.442752306175,4050.474951673705
1076,CT5,Spain,2020.08,IBERICA,CD-Spain,457.3335748606157,CD-ES,EMEA,649.0,CUCUMBER,20103.771417286935,SOUTH EUROPE,CAW1,IBERICA,2511.8018084565256,23026.291805071,11867961.0,1,3781.0,20514.489996614473,2922.5203877840654
1077,CT5,Spain,2022.06,IBERICA,CD-Spain,74.32742095058995,CD-ES,EMEA,649.0,CUCUMBER,19024.672825814632,SOUTH EUROPE,CAW1,IBERICA,3214.5455928042425,22128.48629396766,11867961.0,1,3781.0,18913.940701163418,3103.813468153028
1078,CT5,Spain,2022.08,IBERICA,CD-Spain,362.6177258815429,CD-ES,EMEA,649.0,CUCUMBER,18465.615150201567,SOUTH EUROPE,CAW1,IBERICA,3488.9386178998,23705.610487979877,11867961.0,1,3781.0,20216.671870080077,5239.9953377783095
1079,CT56,Greece,2021.09,CENTRAL EUROPE & BALKANS,CD-Greece,230.9805955411406,CD-GR,EMEA,634.0,CUCUMBER,12271.386594118256,"E-EUROPE, AFRICA & IRAN",CAE1,E-EUROPE & ISRAEL,1718.163765205319,13379.916846589265,11627571.0,1,3605.0,11661.753081383946,1108.5302524710096
1080,CT1,South Africa,2022.11,SOUTH AFRICA,CD-South Africa,511.2061632318644,CD-ZA,EMEA,639.0,CUCUMBER,15539.690607204113,"E-EUROPE, AFRICA & IRAN",CAE1,AFRICA,2682.2026942053903,17298.025106936893,11867961.0,1,3743.0,14615.822412731504,1758.3344997327813
1081,CT5,Spain,2021.08,IBERICA,CD-Spain,125.9221483333508,CD-ES,EMEA,649.0,CUCUMBER,13898.86814196922,SOUTH EUROPE,CAW1,IBERICA,1466.069326734202,16991.51787077745,11867961.0,1,3781.0,15525.448544043247,3092.64972880823
1082,CT5,Spain,2022.08,IBERICA,CD-Spain,392.4828369374347,CD-ES,EMEA,649.0,CUCUMBER,17926.64970183381,SOUTH EUROPE,CAW1,IBERICA,2150.4166673444233,20487.67691727907,11867961.0,1,3781.0,18337.260249934647,2561.0272154452628
1083,CT5,Spain,2022.12,IBERICA,CD-Spain,104.2762649485964,CD-ES,EMEA,649.0,CUCUMBER,19016.968066926984,SOUTH EUROPE,CAW1,IBERICA,3041.678499283482,20182.12983383891,30068528.0,1,3781.0,17140.451334555426,1165.1617669119262
1084,CT5,Spain,2021.08,IBERICA,CD-Spain,1141.50646884386,CD-ES,EMEA,649.0,CUCUMBER,13696.836591326788,SOUTH EUROPE,CAW1,IBERICA,1974.305027539413,15486.682449282422,11867961.0,1,3781.0,13512.37742174301,1789.8458579556336
1085,CT5,Spain,2020.08,IBERICA,CD-Spain,756.6314064779403,CD-ES,EMEA,649.0,CUCUMBER,14801.905056674153,SOUTH EUROPE,CAW1,IBERICA,3064.768338562875,17426.229877213853,11625436.0,1,3781.0,14361.461538650976,2624.324820539699
1086,CT5,Spain,2021.09,IBERICA,CD-Spain,20.76503008720283,CD-ES,EMEA,649.0,CUCUMBER,12099.044646641569,SOUTH EUROPE,CAW1,IBERICA,2794.867185577724,14978.900651984299,11625436.0,1,3781.0,12184.033466406576,2879.8560053427295
1087,CT5,Spain,2021.09,IBERICA,CD-Spain,716.570839204204,CD-ES,EMEA,649.0,CUCUMBER,12610.270539775858,SOUTH EUROPE,CAW1,IBERICA,1525.096978375992,14463.785717947716,11625436.0,1,3781.0,12938.688739571724,1853.5151781718578
1088,CT5,Spain,2022.09,IBERICA,CD-Spain,612.8628314851446,CD-ES,EMEA,649.0,CUCUMBER,24924.496605613225,SOUTH EUROPE,CAW1,IBERICA,3127.7115460838945,29016.419037086627,11625436.0,1,3781.0,25888.707491002733,4091.922431473404
1089,CT5,Spain,2022.08,IBERICA,CD-Spain,603.2612905887318,CD-ES,EMEA,649.0,CUCUMBER,10294.333163677313,SOUTH EUROPE,CAW1,IBERICA,1500.7986791900435,12447.696070923395,11625436.0,1,3781.0,10946.897391733351,2153.362907246082
1090,CT5,Spain,2022.09,IBERICA,CD-Spain,1472.443759338615,CD-ES,EMEA,649.0,CUCUMBER,19012.92251271566,SOUTH EUROPE,CAW1,IBERICA,4169.676456452594,26347.47554743434,11625436.0,1,3781.0,22177.799090981745,7334.55303471868
1091,CT5,Spain,2022.08,IBERICA,CD-Spain,851.0901601529996,CD-ES,EMEA,649.0,CUCUMBER,21926.750888464343,SOUTH EUROPE,CAW1,IBERICA,2767.459022552408,25133.086221106805,11625436.0,1,3781.0,22365.627198554397,3206.335332642463
1092,CT5,Spain,2022.06,IBERICA,CD-Spain,279.8745253443712,CD-ES,EMEA,649.0,CUCUMBER,27732.442943238166,SOUTH EUROPE,CAW1,IBERICA,2146.394953892662,30688.139952423844,11625436.0,1,3781.0,28541.744998531183,2955.697009185677
1093,CT5,Spain,2022.11,IBERICA,CD-Spain,1123.763691261533,CD-ES,EMEA,649.0,CUCUMBER,17601.74054962885,SOUTH EUROPE,CAW1,IBERICA,2309.311837778612,21146.291318500556,11625436.0,1,3781.0,18836.979480721944,3544.5507688717066
1094,CT5,Spain,2022.11,IBERICA,CD-Spain,1023.837645614563,CD-ES,EMEA,649.0,CUCUMBER,28733.530566022717,SOUTH EUROPE,CAW1,IBERICA,5679.058142901864,35210.049194484905,11625436.0,1,3781.0,29530.99105158304,6476.51862846219
1095,CT5,Spain,2022.1,IBERICA,CD-Spain,15.05624836785751,CD-ES,EMEA,649.0,CUCUMBER,13139.463493534791,SOUTH EUROPE,CAW1,IBERICA,2155.0826980218544,15406.96466492286,11625436.0,1,3781.0,13251.881966901006,2267.5011713880685
1096,CT56,Hungary,2020.07,CENTRAL EUROPE & BALKANS,CD-Hungary,1776.319659779894,CD-HU,EMEA,634.0,CUCUMBER,22241.380156214957,"E-EUROPE, AFRICA & IRAN",CAE1,E-EUROPE & ISRAEL,3773.59074851335,28679.10951665602,11625436.0,1,3440.0,24905.51876814267,6437.729360441063
1097,CT56,Hungary,2022.07,CENTRAL EUROPE & BALKANS,CD-Hungary,696.5087096062875,CD-HU,EMEA,634.0,CUCUMBER,20885.444995078662,"E-EUROPE, AFRICA & IRAN",CAE1,E-EUROPE & ISRAEL,2558.658020500883,24960.095767698633,11625436.0,1,3440.0,22401.43774719775,4074.650772619972
1098,CT56,Hungary,2022.05,CENTRAL EUROPE & BALKANS,CD-Hungary,244.886071745944,CD-HU,EMEA,634.0,CUCUMBER,17486.624349749334,"E-EUROPE, AFRICA & IRAN",CAE1,E-EUROPE&ISRAEL,3421.5120396828324,20828.274004617175,11625436.0,1,3440.0,17406.761964934343,3341.6496548678406
1099,CT56,Hungary,2021.01,CENTRAL EUROPE & BALKANS,CD-Hungary,637.1651605896682,CD-HU,EMEA,634.0,CUCUMBER,13696.128017769159,"E-EUROPE, AFRICA & IRAN",CAE1,E-EUROPE & ISRAEL,1199.3457553121864,16252.416690638756,11625436.0,1,3440.0,15053.07093532657,2556.2886728695985
1100,CT56,Hungary,2021.03,CENTRAL EUROPE & BALKANS,CD-Hungary,657.23805658674,CD-HU,EMEA,634.0,CUCUMBER,23491.793256755038,"E-EUROPE, AFRICA & IRAN",CAE1,E-EUROPE & ISRAEL,2710.7480030649635,27248.769402437487,11625436.0,1,3440.0,24538.021399372523,3756.9761456824476
1101,CT56,Hungary,2020.07,CENTRAL EUROPE & BALKANS,CD-Hungary,650.9456155765462,CD-HU,EMEA,634.0,CUCUMBER,21894.013860581865,"E-EUROPE, AFRICA & IRAN",CAE1,E-EUROPE & ISRAEL,3992.1535679528715,26397.834329155547,11625436.0,1,3440.0,22405.680761202675,4503.82046857368
1102,CT56,Hungary,2022.06,CENTRAL EUROPE & BALKANS,CD-Hungary,2251.658213247877,CD-HU,EMEA,634.0,CUCUMBER,26422.32219560307,"E-EUROPE, AFRICA & IRAN",CAE1,E-EUROPE & ISRAEL,5270.828123607564,33280.13322246348,11625436.0,1,3440.0,28009.305098855915,6857.811026860416
1103,CT56,Hungary,2021.07,CENTRAL EUROPE & BALKANS,CD-Hungary,1479.532733636526,CD-HU,EMEA,634.0,CUCUMBER,8992.388615140602,"E-EUROPE, AFRICA & IRAN",CAE1,E-EUROPE & ISRAEL,903.8928495356819,11227.192593574451,11625436.0,1,3440.0,10323.29974403877,2234.8039784338494
1104,CT56,Hungary,2022.06,CENTRAL EUROPE & BALKANS,CD-Hungary,477.5871827505817,CD-HU,EMEA,634.0,CUCUMBER,22795.618277625977,"E-EUROPE, AFRICA & IRAN",CAE1,E-EUROPE & ISRAEL,5029.058381388284,26516.951578853994,11625436.0,1,3440.0,21487.89319746571,3721.3333012280173
1105,CT56,Hungary,2021.03,CENTRAL EUROPE & BALKANS,CD-Hungary,1464.362489459361,CD-HU,EMEA,634.0,CUCUMBER,16714.275870220055,"E-EUROPE, AFRICA & IRAN",CAE1,E-EUROPE & ISRAEL,2588.4009900147576,18452.357174782082,11625436.0,1,3440.0,15863.956184767323,1738.081304562026
1106,CT56,Hungary,2022.04,CENTRAL EUROPE & BALKANS,CD-Hungary,264.8878812365582,CD-HU,EMEA,634.0,CUCUMBER,17303.683239566315,"E-EUROPE, AFRICA & IRAN",CAE1,E-EUROPE & ISRAEL,2889.0037625143946,20726.83544143827,11625436.0,1,3440.0,17837.831678923874,3423.1522018719547
1107,CT56,Hungary,2021.04,CENTRAL EUROPE & BALKANS,CD-Hungary,186.4060740786363,CD-HU,EMEA,634.0,CUCUMBER,13365.245612146357,"E-EUROPE, AFRICA & IRAN",CAE1,E-EUROPE & ISRAEL,1955.9162398541657,16536.455966883346,11625436.0,1,3440.0,14580.53972702918,3171.2103547369898
1108,CT5,Spain,2020.08,IBERICA,CD-Spain,1391.374460122619,CD-ES,EMEA,649.0,CUCUMBER,21092.38635217417,SOUTH EUROPE,CAW1,IBERICA,3454.4247337871166,24933.907958402782,11625436.0,1,3781.0,21479.483224615666,3841.521606228614
1109,CT5,Spain,2021.1,IBERICA,CD-Spain,2526.825697534516,CD-ES,EMEA,649.0,CUCUMBER,18681.63143559127,SOUTH EUROPE,CAW1,IBERICA,4165.84452348735,24190.523149477158,11625436.0,1,3781.0,20024.678625989807,5508.891713885891
1110,CT5,Spain,2021.1,IBERICA,CD-Spain,531.1236312274777,CD-ES,EMEA,649.0,CUCUMBER,16359.198105394638,SOUTH EUROPE,CAW1,IBERICA,2458.3600520278465,19733.248182072464,11625436.0,1,3781.0,17274.88813004462,3374.050076677826
1111,CT5,Spain,2021.1,IBERICA,CD-Spain,749.0836745992642,CD-ES,EMEA,649.0,CUCUMBER,19110.35998453437,SOUTH EUROPE,CAW1,IBERICA,2921.705385793533,22459.66469257817,11625436.0,1,3781.0,19537.95930678464,3349.304708043802
1112,CT5,Spain,2020.09,IBERICA,CD-Spain,956.4198765606416,CD-ES,EMEA,649.0,CUCUMBER,14633.72626911749,SOUTH EUROPE,CAW1,IBERICA,2068.1600196076374,16827.241819288356,11625436.0,1,3781.0,14759.08179968072,2193.515550170867
1113,CT5,Spain,2020.08,IBERICA,CD-Spain,860.2466889129491,CD-ES,EMEA,649.0,CUCUMBER,14644.62453219353,SOUTH EUROPE,CAW1,IBERICA,2422.6293943411856,17935.545991699342,11625436.0,1,3781.0,15512.916597358158,3290.921459505813
1114,CT5,Spain,2020.08,IBERICA,CD-Spain,403.5657943172048,CD-ES,EMEA,649.0,CUCUMBER,11306.876713220614,SOUTH EUROPE,CAW1,IBERICA,1689.4647330206565,12396.340582918303,11625436.0,1,3781.0,10706.875849897646,1089.4638696976897
1115,CT56,Albania,2022.09,CENTRAL EUROPE & BALKANS,CD-Albania,1665.615305134023,CD-AL,EMEA,634.0,CUCUMBER,12310.391206904147,"E-EUROPE, AFRICA & IRAN",CAE1,E-EUROPE & ISRAEL,1992.673151419845,14074.327462670637,11625436.0,1,3605.0,12081.654311250792,1763.9362557664901
1116,CT5,Spain,2022.1,IBERICA,CD-Spain,2141.250245274794,CD-ES,EMEA,649.0,CUCUMBER,24897.0409957916,SOUTH EUROPE,CAW1,IBERICA,4223.818448702668,28730.675223826678,11625436.0,1,3781.0,24506.85677512401,3833.6342280350773
1117,CT5,Spain,2022.08,IBERICA,CD-Spain,43.26500971984214,CD-ES,EMEA,649.0,CUCUMBER,24146.340510386777,SOUTH EUROPE,CAW1,IBERICA,4205.2862929133435,27841.379186139373,11625436.0,1,3781.0,23636.09289322603,3695.0386757525966
1118,CT5,Spain,2022.06,IBERICA,CD-Spain,1198.712942206353,CD-ES,EMEA,649.0,CUCUMBER,28433.03630584938,SOUTH EUROPE,CAW1,IBERICA,3812.6838572138754,31409.96945101863,11625436.0,1,3781.0,27597.285593804754,2976.933145169252
1119,CT5,Spain,2022.11,IBERICA,CD-Spain,2191.299470489787,CD-ES,EMEA,649.0,CUCUMBER,23209.806532336508,SOUTH EUROPE,CAW1,IBERICA,4340.493357479284,27935.702352995402,11625436.0,1,3781.0,23595.208995516117,4725.895820658896
1120,CT5,Spain,2021.09,IBERICA,CD-Spain,1564.559764318694,CD-ES,EMEA,649.0,CUCUMBER,23366.98023400717,SOUTH EUROPE,CAW1,IBERICA,3794.1972929338335,29406.49282283634,11625436.0,1,3781.0,25612.295529902505,6039.512588829168
1121,CT5,Spain,2022.07,IBERICA,CD-Spain,1408.186683195524,CD-ES,EMEA,649.0,CUCUMBER,23922.625055051794,SOUTH EUROPE,CAW1,IBERICA,4014.574302702441,28065.475531216227,11625436.0,1,3781.0,24050.901228513787,4142.850476164434
1122,CT5,Spain,2022.07,IBERICA,CD-Spain,2067.347734487441,CD-ES,EMEA,649.0,CUCUMBER,11265.1936848734,SOUTH EUROPE,CAW1,IBERICA,1514.3628324435515,13694.426648752487,11625436.0,1,3781.0,12180.063816308935,2429.232963879088
1123,CT5,Spain,2020.08,IBERICA,CD-Spain,1182.309269235244,CD-ES,EMEA,649.0,CUCUMBER,30876.568222543745,SOUTH EUROPE,CAW1,IBERICA,4950.483308523703,34777.528781741006,10835501.0,1,3781.0,29827.045473217306,3900.9605591972622
1124,CT5,Spain,2021.11,IBERICA,CD-Spain,1250.388911854714,CD-ES,EMEA,649.0,CUCUMBER,23034.898193872476,SOUTH EUROPE,CAW1,IBERICA,3850.2587083812223,27097.352149505936,12562174.0,1,3781.0,23247.093441124714,4062.4539556334594
1125,CT5,Spain,2022.08,IBERICA,CD-Spain,655.336441160978,CD-ES,EMEA,649.0,CUCUMBER,17660.907886303226,SOUTH EUROPE,CAW1,IBERICA,2326.9267928220315,18558.637603234925,11637934.0,1,3781.0,16231.710810412893,897.7297169316989
1126,CT5,Spain,2020.03,IBERICA,CD-Spain,539.657122972097,CD-ES,EMEA,649.0,CUCUMBER,15336.45462183969,SOUTH EUROPE,CAW1,IBERICA,2552.1325234747364,18573.55494903982,11637934.0,1,3781.0,16021.422425565084,3237.1003272001294
1127,CT5,Spain,2022.11,IBERICA,CD-Spain,53.08351711189425,CD-ES,EMEA,649.0,CUCUMBER,10688.673277442138,SOUTH EUROPE,CAW1,IBERICA,2033.396403060175,12841.79601084083,12562174.0,1,3781.0,10808.399607780655,2153.122733398692
1128,CT5,Spain,2020.09,IBERICA,CD-Spain,2067.378926484895,CD-ES,EMEA,649.0,CUCUMBER,29156.298059778357,SOUTH EUROPE,CAW1,IBERICA,6507.251249077433,34081.28942945187,11637934.0,1,3781.0,27574.038180374435,4924.991369673513
